pmid,title,year,journal,study_type,pmc_id
19931360,Plasticity of the GABA(A) receptor subunit cassette in response to stressors in reactive versus resilient mice.,2010,Neuroscience,animal,
19931332,Susceptibility to stress in young rats after 2-week zinc deprivation.,2010,Neurochemistry international,animal,
19942229,Gray matter density in limbic and paralimbic cortices is associated with trauma load and EMDR outcome in PTSD patients.,2010,Journal of psychiatric research,human,
19835665,"The thyroid hormone, triiodothyronine, enhances fluoxetine-induced neurogenesis in rats: possible role in antidepressant-augmenting properties.",2010,The international journal of neuropsychopharmacology,animal,
19833740,Oxidative stress caused by ozone exposure induces loss of brain repair in the hippocampus of adult rats.,2010,Toxicological sciences : an official journal of the Society of Toxicology,animal,
19830836,Fear learning and extinction are linked to neuronal plasticity through Rin1 signaling.,2010,Journal of neuroscience research,animal,PMC2864017
19621014,Knockdown of brain-derived neurotrophic factor in specific brain sites precipitates behaviors associated with depression and reduces neurogenesis.,2010,Molecular psychiatry,animal,PMC2834321
19589603,Rostral anterior cingulate cortex activity mediates the relationship between the depressive symptoms and the medial prefrontal cortex activity.,2010,Journal of affective disorders,human,
19586638,Single-prolonged stress induces apoptosis in the amygdala in a rat model of post-traumatic stress disorder.,2010,Journal of psychiatric research,animal,
19573050,Increased right amygdala volume in lithium-treated patients with bipolar I disorder.,2010,Acta psychiatrica Scandinavica,human,
19559046,The use of proton magnetic resonance spectroscopy in PTSD research--meta-analyses of findings and methodological review.,2010,Neuroscience and biobehavioral reviews,meta_analysis,
19541369,Increased neural resources recruitment in the intrinsic organization in major depression.,2010,Journal of affective disorders,human,
19540599,Volumetric MRI study of the insular cortex in individuals with current and past major depression.,2010,Journal of affective disorders,human,
19539998,Subgenual cingulate and visual cortex responses to sad faces predict clinical outcome during antidepressant treatment for depression.,2010,Journal of affective disorders,human,
19623606,The antidepressant effects of running and escitalopram are associated with levels of hippocampal NPY and Y1 receptor but not cell proliferation in a rat model of depression.,2010,Hippocampus,animal,
19524887,Individual differences in alexithymia and brain response to masked emotion faces.,2010,Cortex; a journal devoted to the study of the nervous system and behavior,human,
19488671,Differences in hippocampal volume between major depression and schizophrenia: a comparative neuroimaging study.,2010,European archives of psychiatry and clinical neuroscience,human,
19467559,Major depressive disorder and white matter abnormalities: a diffusion tensor imaging study with tract-based spatial statistics.,2010,Journal of affective disorders,human,
19464062,Amygdala volumes in a sample of current depressed and remitted depressed patients and healthy controls.,2010,Journal of affective disorders,human,
19452518,Voluntary exercise induces anxiety-like behavior in adult C57BL/6J mice correlating with hippocampal neurogenesis.,2010,Hippocampus,animal,
19437418,Hippocampal activation during a cognitive task is associated with subsequent neuroendocrine and cognitive responses to psychological stress.,2010,Hippocampus,human,
19362426,Stress regulation in the central nervous system: evidence from structural and functional neuroimaging studies in human populations - 2008 Curt Richter Award Winner.,2010,Psychoneuroendocrinology,review,
19347777,Volumetric MRI studies of the hippocampus in major depressive disorder: Meanings of inconsistency and directions for future research.,2010,The world journal of biological psychiatry : the official journal of the World Federation of Societies of Biological Psychiatry,review,
19330847,Quantitative changes in hippocampal microvasculature of chronically stressed rats: no effect of fluoxetine treatment.,2010,Hippocampus,animal,
19489003,Chronic social stress during adolescence induces cognitive impairment in aged mice.,2010,Hippocampus,animal,
20004914,Neural state and trait bases of mood-incongruent memory formation and retrieval in first-episode major depression.,2010,Journal of psychiatric research,human,
19627640,Increased neural response to fear in patients recovered from depression: a 3T functional magnetic resonance imaging study.,2010,Psychological medicine,human,
19670087,Anatomical and functional correlates in major depressive disorder: the contribution of neuroimaging studies.,2010,The world journal of biological psychiatry : the official journal of the World Federation of Societies of Biological Psychiatry,review,
19816769,Calcium binding proteins immunoreactivity in the rat basolateral amygdala following myocardial infarction.,2010,Cellular and molecular neurobiology,animal,PMC11498806
19811772,Functional connectivity bias of the orbitofrontal cortex in drug-free patients with major depression.,2010,Biological psychiatry,human,
19800382,Effects of nicotine on depressive-like behavior and hippocampal volume of female WKY rats.,2010,Progress in neuro-psychopharmacology & biological psychiatry,animal,PMC2814982
19795208,Delayed increase of brain noradrenaline after acute footshock stress in rats.,2010,Neurochemical research,animal,
19795102,[The significance of stress: its role in the auditory system and the pathogenesis of tinnitus].,2010,HNO,review,
19793403,DNA methylation in vulnerability to post-traumatic stress in rats: evidence for the role of the post-synaptic density protein Dlgap2.,2010,The international journal of neuropsychopharmacology,animal,
19786041,"The effects of chronic glucocorticoid exposure on dendritic length, synapse numbers and glial volume in animal models: implications for hippocampal volume reductions in depression.",2010,Physiology & behavior,review,PMC6154795
19783105,Imaging the immediate non-genomic effects of stress hormone on brain activity.,2010,Psychoneuroendocrinology,animal,
19647070,Prior exposure to glucocorticoids sensitizes the neuroinflammatory and peripheral inflammatory responses to E. coli lipopolysaccharide.,2010,"Brain, behavior, and immunity",animal,
19783103,Medial prefrontal cortex damage affects physiological and psychological stress responses differently in men and women.,2010,Psychoneuroendocrinology,human,
19765721,Anterior cingulate pyramidal neurons display altered dendritic branching in depressed suicides.,2010,Journal of psychiatric research,human,
19748235,"Regulation of adult neurogenesis by stress, sleep disruption, exercise and inflammation: Implications for depression and antidepressant action.",2010,European neuropsychopharmacology : the journal of the European College of Neuropsychopharmacology,review,
19748075,Automatic mood-congruent amygdala responses to masked facial expressions in major depression.,2010,Biological psychiatry,human,
19747495,"Reduced expression of glutamate transporters vGluT1, EAAT2 and EAAT4 in learned helpless rats, an animal model of depression.",2010,Neuropharmacology,animal,
19716853,Acute tryptophan depletion in C57BL/6 mice does not induce central serotonin reduction or affective behavioural changes.,2010,Neurochemistry international,animal,
19711202,Changes in brain MicroRNAs contribute to cholinergic stress reactions.,2010,Journal of molecular neuroscience : MN,animal,PMC2807969
19695335,Interacting noradrenergic and corticosteroid systems shift human brain activation patterns during encoding.,2010,Neurobiology of learning and memory,human,
19683585,Neuroticism modulates amygdala-prefrontal connectivity in response to negative emotional facial expressions.,2010,NeuroImage,human,
19782477,Differential expression of glucocorticoid receptor transcripts in major depressive disorder is not epigenetically programmed.,2010,Psychoneuroendocrinology,human,
20005050,Prenatal thyroxine treatment disparately affects peripheral and amygdala thyroid hormone levels.,2010,Psychoneuroendocrinology,animal,PMC2875313
19897176,"Changes of brain morphometry in first-episode, drug-naïve, non-late-life adult patients with major depression: an optimized voxel-based morphometry study.",2010,Biological psychiatry,human,
20008084,"Demographic, maltreatment, and neurobiological correlates of PTSD symptoms in children and adolescents.",2010,Journal of pediatric psychology,human,PMC2910943
20176946,Adult hippocampal neurogenesis is functionally important for stress-induced social avoidance.,2010,Proceedings of the National Academy of Sciences of the United States of America,animal,PMC2840117
